,name,model,bedrooms,bathrooms,district,region,planning_area,subszone,lat,lng,freehold,since_built_year,no_of_units,area_size,since_listing_month,additional_rooms,price
16836,4,condominium,3,3.0,25,0,woodlands,woodlands east,1.44487569593664,103.806025708484,0,22.0,720.0,1292.0,5,0,1023000.0
16837,4,apartment,1,1.0,11,1,novena,moulmein,1.31615491830399,103.840533848314,1,1.0,56.0,495.0,3,0,1371700.0
16838,4,apartment,2,2.0,10,1,newton,orange grove,1.31008460714385,103.830715676333,1,52.0,64.0,731.0,4,0,2455900.0
16839,4,apartment,2,2.0,8,1,kallang,kampong java,1.31520905789978,103.854919307157,1,9.0,52.0,990.0,7,0,1650000.0
16840,4,apartment,3,2.0,19,0,hougang,kovan,1.36652661429401,103.875828348014,0,92.0,18.0,861.0,4,0,1430000.0
16841,4,condominium,3,3.0,4,1,bukit merah,maritime square,1.26747019767944,103.815542991374,0,18.0,969.0,1313.0,6,0,2626800.0
16842,4,condominium,2,2.0,9,1,river valley,institution hill,1.2934966639073,103.8381049101,0,1.0,450.0,764.0,3,0,2310000.0
16843,4,apartment,1,1.0,2,1,downtown core,anson,1.27347663345182,103.845553160818,0,8.0,202.0,624.0,8,0,1375000.0
16844,4,condominium,1,1.0,13,1,toa payoh,joo seng,1.34068943123564,103.880558721669,0,6.0,868.0,560.0,5,0,874500.0
16845,4,condominium,3,2.0,21,0,clementi,sunset way,1.32939185596503,103.769843706752,1,92.0,660.0,1173.0,4,0,2273700.0
16846,4,apartment,2,2.0,10,1,bukit timah,coronation road,1.33005484677732,103.79701563122102,0,62.0,476.0,710.0,4,0,1924300.0
16847,4,condominium,1,1.0,28,0,serangoon,seletar hills,1.38653998627,103.869207772374,0,7.0,276.0,592.0,10,0,847000.0
16848,4,condominium,5,4.0,9,1,newton,cairnhill,1.30726175508578,103.838536274396,1,11.0,241.0,2874.0,5,0,13334200.0
16849,4,apartment,3,4.0,10,1,orchard,tanglin,1.3049543207656202,103.827627471264,1,-1.0,154.0,1313.0,4,0,5459700.0
16850,4,condominium,4,3.0,27,0,yishun,yishun east,1.43456191549725,103.844362842957,0,4.0,660.0,1021.0,3,0,1317800.0
16851,4,apartment,1,1.0,10,1,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,62.0,476.0,484.0,3,1,1210000.0
16852,4,condominium,3,2.0,23,0,bukit panjang,dairy farm,1.36511741418017,103.77187324567,0,6.0,420.0,840.0,4,0,1372800.0
16853,4,apartment,4,3.0,13,1,toa payoh,potong pasir,1.3305625038871298,103.86788498045,1,92.0,85.0,1324.0,4,0,3129500.0
16854,4,condominium,2,2.0,3,1,bukit merah,alexandra north,1.29237506748178,103.822836693912,0,4.0,663.0,861.0,6,0,1978800.0
16855,4,condominium,4,6.0,4,1,southern islands,sentosa,1.23994854690878,103.838252811796,0,11.0,151.0,4133.0,4,0,10209500.0
16856,4,condominium,4,3.0,23,0,bukit batok,hillview,1.35888577009923,103.762618572073,1,23.0,299.0,1410.0,4,0,1848000.0
16857,4,apartment,4,3.0,13,1,toa payoh,bidadari,1.33821440339182,103.87208996414302,0,62.0,667.0,1259.0,4,0,2875400.0
16858,4,apartment,1,1.0,9,1,rochor,mackenzie,1.30647254108334,103.847682721688,1,13.0,55.0,452.0,4,0,990000.0
16859,2,apartment,4,4.0,5,1,queenstown,kent ridge,1.28749505390492,103.793610594541,0,52.0,1862.0,1313.0,4,0,2575100.0
16860,4,apartment,3,2.0,9,1,newton,cairnhill,1.30851030840347,103.837972449413,1,7.0,39.0,1055.0,4,0,3281300.0
16861,4,condominium,3,2.0,6,1,singapore river,clarke quay,1.2914248297393,103.844383363038,0,9.0,696.0,893.0,4,0,3081100.0
16862,4,apartment,2,2.0,9,1,river valley,leonie hill,1.2972590729906102,103.831023686317,0,46.0,540.0,614.0,3,0,1801800.0
16863,4,executive condominium,3,3.0,19,0,sengkang,compassvale,1.38189286322029,103.891374413035,0,9.0,573.0,1163.0,6,0,1571800.0
16864,4,condominium,3,2.0,1,1,downtown core,central subzone,1.279625798918,103.854987203774,0,12.0,428.0,1970.0,6,1,8668000.0
16865,4,apartment,1,1.0,14,1,geylang,aljunied,1.31131219787605,103.882972095616,1,5.0,137.0,495.0,4,0,1048300.0
16866,4,apartment,1,1.0,14,0,bedok,kembangan,1.32012879856897,103.91212772924,1,14.0,23.0,656.0,4,0,1155000.0
16867,4,apartment,2,1.0,12,1,novena,balestier,1.32696539864482,103.84367423097,1,6.0,154.0,688.0,8,0,1155000.0
16868,4,apartment,2,2.0,14,0,bedok,kembangan,1.32012879856897,103.91212772924,1,14.0,23.0,914.0,5,0,1430000.0
16869,4,condominium,3,2.0,4,1,bukit merah,maritime square,1.26493085106915,103.81714789225,0,62.0,429.0,1216.0,4,0,2750000.0
16870,4,condominium,1,1.0,5,0,clementi,clementi west,1.29884698729343,103.764917692526,0,6.0,478.0,506.0,4,0,899800.0
16871,4,apartment,2,2.0,7,1,downtown core,city hall,1.2963566643980902,103.85736876917,0,1.0,219.0,743.0,4,0,2163800.0
16872,4,apartment,2,2.0,15,1,marine parade,marine parade,1.29897474563265,103.899038172699,1,62.0,144.0,710.0,4,0,1980000.0
16873,4,condominium,3,3.0,10,1,newton,orange grove,1.30921416741461,103.830896261502,1,14.0,58.0,1505.0,3,0,4180000.0
16874,4,condominium,2,2.0,18,0,tampines,simei,1.3496260106779998,103.959043683031,0,26.0,1232.0,936.0,4,0,878900.0
16875,4,condominium,2,1.0,28,0,sengkang,fernvale,1.39799319572825,103.875269758363,0,1.0,735.0,581.0,4,0,1078000.0
16876,4,condominium,1,2.0,11,1,novena,moulmein,1.3156928164723998,103.841615456446,1,6.0,180.0,936.0,5,1,2000900.0
16877,1,apartment,2,2.0,1,1,downtown core,central subzone,1.27671498507474,103.853326932298,0,5.0,1042.0,1173.0,4,0,3236200.0
16878,4,condominium,5,6.0,11,1,novena,dunearn,1.3222253335203795,103.823597825035,1,7.0,150.0,3563.0,4,0,8127800.0
16879,4,apartment,3,2.0,23,0,bukit panjang,dairy farm,1.36681596519229,103.775037535579,0,92.0,460.0,958.0,4,0,1667200.0
16880,4,apartment,2,2.0,9,1,newton,monk's hill,1.30360072008439,103.841116863266,1,7.0,41.0,731.0,4,0,2090000.0
16881,4,condominium,1,1.0,15,0,bedok,frankel,1.31085091680706,103.914056701875,1,7.0,222.0,642.0,10,0,1248400.0
16882,4,condominium,3,2.0,27,0,yishun,yishun east,1.43456191549725,103.844362842957,0,4.0,660.0,786.0,4,0,1012000.0
16883,4,apartment,1,1.0,23,0,bukit panjang,jelebu,1.3784291899576202,103.763427108552,0,5.0,546.0,474.0,4,0,844800.0
16884,4,condominium,4,3.0,17,0,pasir ris,flora drive,1.35495678599971,103.964310640429,0,7.0,486.0,1345.0,7,0,1485000.0
16885,4,apartment,1,1.0,14,1,geylang,aljunied,1.31131219787605,103.882972095616,1,5.0,137.0,592.0,4,0,1103300.0
16886,4,executive condominium,4,3.0,18,0,pasir ris,pasir ris park,1.37591819779032,103.958797848133,0,6.0,495.0,1302.0,6,0,1526800.0
16887,4,condominium,3,3.0,4,1,southern islands,sentosa,1.2429639958111298,103.83710621358802,0,12.0,91.0,2088.0,4,1,3410000.0
16888,4,executive condominium,4,4.0,27,0,sembawang,sembawang east,1.44828241594928,103.827628408069,0,-1.0,413.0,1399.0,4,0,1811700.0
16889,4,condominium,2,1.0,5,0,clementi,west coast,1.32081769238494,103.752667309254,0,3.0,752.0,603.0,4,0,990000.0
16890,4,apartment,3,3.0,2,1,downtown core,tanjong pagar,1.27601222585222,103.845897843593,0,46.0,210.0,1033.0,15,1,1573000.0
16891,4,condominium,4,3.0,4,1,bukit merah,maritime square,1.26747019767944,103.815542991374,0,18.0,969.0,2585.0,6,0,3883000.0
16892,4,condominium,4,2.0,18,0,tampines,tampines east,1.3453195492621202,103.945384662025,0,-1.0,466.4,1238.0,6,0,1800700.0
16893,4,apartment,1,1.0,19,0,hougang,kangkar,1.37017075252236,103.899998611766,0,22.0,1472.0,463.0,4,0,825000.0
16894,4,apartment,4,5.0,6,1,downtown core,city hall,1.29298775382221,103.851046829843,0,6.0,39.0,3391.0,4,1,14181100.0
16895,4,apartment,5,5.0,10,1,bukit timah,leedon park,1.30964956283877,103.800870514368,1,92.0,57.0,5059.0,4,0,17047100.0
16896,4,apartment,5,7.0,6,1,singapore river,clarke quay,1.2914248297393,103.844383363038,0,9.0,696.0,3972.0,4,0,19580000.0
16897,4,condominium,5,6.0,6,1,singapore river,clarke quay,1.28924403038577,103.841983926044,0,9.0,696.0,2787.0,4,0,8800000.0
16898,4,apartment,4,5.0,9,1,singapore river,robertson quay,1.29310526554177,103.841805509441,1,25.0,345.0,1927.0,5,0,4378000.0
16899,4,condominium,4,3.0,9,1,river valley,leonie hill,1.29942281142325,103.834776774582,1,11.0,68.0,2572.0,8,0,6697700.0
16900,4,condominium,3,3.0,25,0,woodlands,woodgrove,1.43051558092835,103.785530104269,0,17.0,478.0,1313.0,4,0,1732500.0
16901,4,condominium,2,2.0,1,1,downtown core,cecil,1.2774736076471398,103.849418557895,0,-1.0,466.4,1206.0,5,0,3176800.0
16902,4,executive condominium,3,3.0,18,0,pasir ris,pasir ris west,1.37993635799156,103.935495173706,0,17.0,397.0,1140.0,4,0,1265000.0
16903,4,apartment,2,2.0,14,0,bedok,kembangan,1.31988333946031,103.91286258641,1,28.0,12.0,958.0,6,0,1298000.0
16904,4,apartment,2,2.0,7,1,downtown core,city hall,1.29438518375248,103.8560297971,0,6.0,190.0,1066.0,7,0,4004000.0
16905,4,apartment,1,1.0,9,1,river valley,leonie hill,1.2972590729906102,103.831023686317,0,46.0,540.0,495.0,4,1,1540000.0
16906,4,condominium,2,2.0,18,0,pasir ris,pasir ris central,1.37275956404085,103.944122454706,0,11.0,724.0,915.0,4,1,1056000.0
16907,4,apartment,2,2.0,5,1,queenstown,pasir panjang 2,1.27685386379359,103.791742171785,1,4.0,120.0,752.0,5,0,1877400.0
16908,4,apartment,3,3.0,5,0,clementi,faber,1.31710645052527,103.758947292195,0,52.0,1468.0,969.0,3,0,1801800.0
16909,4,condominium,4,2.0,20,0,serangoon,lorong chuan,1.3531156007616298,103.8626557772,1,18.0,390.0,1313.0,4,0,2585000.0
16910,4,condominium,2,2.0,10,1,bukit timah,leedon park,1.31264956890401,103.794954717761,1,3.0,69.0,775.0,4,0,2520100.0
16911,4,apartment,3,3.0,9,1,novena,moulmein,1.31242688268348,103.841064338246,0,92.0,378.0,1055.0,4,0,2599300.0
16912,4,apartment,4,2.0,13,1,toa payoh,bidadari,1.33821440339182,103.87208996414302,0,62.0,667.0,1259.0,4,0,2897400.0
16913,4,apartment,2,2.0,10,1,tanglin,nassim,1.31722941395448,103.832485988891,1,9.0,230.0,797.0,4,0,2728000.0
16914,4,condominium,3,3.0,4,1,bukit merah,maritime square,1.26456760601815,103.815500007081,0,6.0,366.0,1475.0,6,0,3410000.0
16915,0,apartment,5,5.0,21,1,bukit timah,anak bukit,1.33990853882395,103.767523150763,1,62.0,928.0,1884.0,3,0,4356000.0
16916,4,apartment,2,2.0,14,1,geylang,aljunied,1.31131219787605,103.882972095616,1,5.0,137.0,710.0,4,0,1460800.0
16917,4,condominium,1,1.0,16,0,bedok,bedok reservoir,1.33752037877789,103.927820919654,0,7.0,561.0,624.0,7,0,867800.0
16918,4,condominium,2,2.0,10,1,tanglin,chatsworth,1.29878089230657,103.826677483859,1,6.0,174.0,1184.0,7,0,5280000.0
16919,4,apartment,3,2.0,9,1,rochor,mackenzie,1.30647254108334,103.847682721688,1,13.0,55.0,1109.0,4,0,3083300.0
16920,4,condominium,2,1.0,9,1,museum,dhoby ghaut,1.29987982178361,103.846414189196,0,8.0,188.0,624.0,4,0,1689300.0
16921,4,condominium,3,3.0,19,0,serangoon,upper paya lebar,1.3462354038416102,103.8796434622,0,21.0,96.0,1550.0,5,0,1980000.0
16922,4,apartment,1,1.0,2,1,bukit merah,everton park,1.27603511606189,103.837502046362,1,5.0,183.0,441.0,3,1,1243000.0
16923,4,condominium,1,1.0,10,1,tanglin,tyersall,1.31404481904114,103.806948239034,0,6.0,106.0,549.0,4,0,1320000.0
16924,4,condominium,2,2.0,5,1,queenstown,pasir panjang 1,1.28275382565309,103.785347646917,1,23.0,97.0,1216.0,3,0,1815000.0
16925,4,condominium,2,2.0,22,0,jurong east,jurong gateway,1.33555731797921,103.742416815373,0,6.0,738.0,678.0,4,0,1428900.0
16926,4,apartment,2,2.0,11,1,novena,moulmein,1.3156928164723998,103.841615456446,1,6.0,180.0,1163.0,6,0,2640000.0
16927,4,executive condominium,4,3.0,19,0,punggol,matilda,1.4013165856433,103.896846258075,0,6.0,512.0,1141.0,6,0,1375000.0
16928,4,apartment,4,5.0,12,1,kallang,kampong bugis,1.3096380423428302,103.869220196792,1,12.0,96.0,2890.0,6,0,7018000.0
16929,4,apartment,1,1.0,7,1,downtown core,bugis,1.29850522262382,103.857088439281,0,92.0,558.0,409.0,3,0,1100000.0
16930,4,executive condominium,5,4.0,19,0,punggol,waterway east,1.39901694807935,103.913046424081,0,6.0,378.0,1582.0,4,0,2123000.0
16931,4,condominium,1,1.0,16,0,bedok,bedok south,1.32708115247433,103.947772361121,0,6.0,726.0,474.0,12,0,866800.0
16932,4,apartment,1,1.0,1,1,downtown core,central subzone,1.28076943504219,103.852658562152,0,14.0,1111.0,592.0,3,0,1265000.0
16933,4,condominium,3,2.0,10,1,bukit timah,farrer court,1.31356614088715,103.803217953455,1,62.0,638.0,958.0,3,0,2739000.0
16934,4,condominium,2,2.0,10,1,bukit timah,holland road,1.33161839267294,103.794252400987,1,1.0,285.0,667.0,4,0,1815000.0
16935,1,apartment,1,1.0,1,1,downtown core,central subzone,1.27671498507474,103.853326932298,0,5.0,1042.0,732.0,6,0,1977600.0
16936,4,apartment,1,1.0,3,1,queenstown,mei chin,1.2967720264870302,103.800712927589,0,1.0,1259.0,441.0,4,0,1218800.0
16937,4,apartment,3,3.0,23,0,bukit panjang,dairy farm,1.3655707838852,103.77504908361,0,92.0,460.0,936.0,4,0,1546600.0
16938,4,condominium,3,3.0,27,0,sembawang,sembawang springs,1.43664594850477,103.824836299504,1,21.0,328.0,1356.0,4,0,1815000.0
16939,4,apartment,1,1.0,2,1,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,12.0,168.0,635.0,7,0,1485000.0
16940,4,condominium,1,1.0,11,1,novena,malcolm,1.32534460429598,103.840724426682,1,-1.0,90.0,539.0,4,0,1373200.0
16941,4,apartment,2,2.0,2,1,bukit merah,everton park,1.27603511606189,103.837502046362,1,5.0,183.0,840.0,4,1,1849000.0
16942,4,condominium,3,3.0,18,0,tampines,simei,1.33991875932898,103.956299304978,0,10.0,646.0,1324.0,8,0,1582800.0
16943,4,condominium,2,2.0,15,1,marine parade,mountbatten,1.29620246948925,103.892923386471,1,8.0,239.0,883.0,12,0,2186800.0
16944,4,apartment,2,2.0,19,0,sengkang,compassvale,1.38410244227921,103.892705526466,0,-1.0,680.0,764.0,4,0,1588500.0
16945,4,apartment,2,2.0,7,1,kallang,crawford,1.30234754310752,103.862260012361,0,4.0,311.0,807.0,6,0,1782000.0
16946,4,apartment,1,1.0,19,0,punggol,punggol town centre,1.40717651212161,103.90303963124398,0,5.0,992.0,570.0,6,0,965800.0
16947,4,condominium,3,2.0,9,1,river valley,institution hill,1.2934966639073,103.8381049101,0,1.0,450.0,1012.0,4,0,3025000.0
16948,4,condominium,2,2.0,3,1,singapore river,robertson quay,1.2896097164683,103.841276389346,0,23.0,492.0,1981.0,4,1,3278000.0
16949,4,condominium,3,3.0,21,1,bukit timah,swiss club,1.3382224855350802,103.781375965144,0,33.0,215.0,1216.0,4,0,2164800.0
16950,4,apartment,3,4.0,14,1,geylang,aljunied,1.31404268792091,103.889347045446,1,5.0,26.0,1098.0,9,0,1617000.0
16951,4,condominium,3,3.0,4,1,southern islands,sentosa,1.24678687668364,103.844402093991,0,13.0,249.0,2024.0,4,0,4277800.0
16952,4,condominium,4,4.0,4,1,southern islands,sentosa,1.24678687668364,103.844402093991,0,13.0,249.0,2600.0,4,0,5280000.0
16953,4,condominium,3,3.0,25,0,woodlands,woodgrove,1.4286858371232598,103.785732891763,0,8.0,689.0,829.0,6,0,1056000.0
16954,4,apartment,1,1.0,2,1,downtown core,tanjong pagar,1.27461794103822,103.844319553688,0,8.0,280.0,764.0,10,0,1705000.0
16955,4,condominium,3,2.0,25,0,woodlands,woodgrove,1.4286858371232598,103.785732891763,0,8.0,689.0,1765.0,4,0,1540000.0
16956,4,apartment,1,1.0,12,1,novena,balestier,1.32736646893517,103.851568376064,1,4.0,84.0,420.0,10,0,880000.0
16957,4,apartment,2,2.0,10,1,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,62.0,476.0,710.0,4,0,1757800.0
16958,4,apartment,3,2.0,8,1,kallang,lavender,1.31397509030174,103.859891426388,1,52.0,466.4,1100.0,6,0,1210000.0
16959,1,apartment,4,3.0,1,1,downtown core,central subzone,1.27671498507474,103.853326932298,0,5.0,1042.0,2045.0,6,0,6226000.0
16960,4,condominium,1,1.0,10,1,tanglin,nassim,1.31432631656582,103.831065213527,1,57.0,117.0,495.0,4,0,1562000.0
16961,4,condominium,1,1.0,9,1,river valley,leonie hill,1.29916779999053,103.83342756799,0,7.0,462.0,549.0,6,0,1460800.0
16962,2,apartment,2,1.0,5,1,queenstown,kent ridge,1.28749505390492,103.793610594541,0,52.0,1862.0,657.0,3,0,1298000.0
16963,1,apartment,2,2.0,1,1,downtown core,central subzone,1.27671498507474,103.853326932298,0,5.0,1042.0,1173.0,4,1,3007400.0
16964,4,condominium,4,5.0,11,1,bukit timah,hillcrest,1.33337474399547,103.81127563155898,0,39.0,164.0,3800.0,3,0,4950000.0
16965,4,condominium,1,1.0,9,1,newton,cairnhill,1.30999017846252,103.835499682233,1,6.0,231.0,646.0,4,0,1758900.0
16966,5,condominium,3,3.0,4,1,bukit merah,maritime square,1.26742739055301,103.813671410135,0,11.0,1129.0,1711.0,3,1,3520000.0
16967,4,condominium,2,2.0,22,0,jurong west,hong kah,1.34598605175358,103.725377841597,0,5.0,696.0,764.0,6,0,1347500.0
16968,4,condominium,1,1.0,5,1,queenstown,pasir panjang 1,1.28135012685901,103.783642244192,1,12.0,138.0,398.0,6,0,825000.0
16969,1,apartment,1,1.0,1,1,downtown core,central subzone,1.27671498507474,103.853326932298,0,5.0,1042.0,732.0,5,0,1846500.0
16970,4,condominium,2,2.0,13,1,geylang,macpherson,1.3325977226462802,103.886654330662,1,7.0,176.0,797.0,5,0,1518000.0
16971,4,condominium,4,4.0,9,1,river valley,one tree hill,1.30048444727684,103.828543729671,1,11.0,66.0,3089.0,6,0,19800000.0
16972,4,condominium,3,3.0,12,1,toa payoh,boon teck,1.33874811788053,103.850881932323,0,3.0,578.0,980.0,6,0,1925000.0
16973,4,apartment,1,1.0,14,1,geylang,aljunied,1.31131219787605,103.882972095616,1,5.0,137.0,495.0,4,0,1048300.0
16974,4,condominium,4,4.0,4,1,bukit merah,depot road,1.28198401796351,103.80305297171302,0,9.0,1040.0,3670.0,4,1,3300000.0
16975,4,apartment,1,1.0,14,1,geylang,aljunied,1.31200443744473,103.885949377155,1,8.0,275.0,409.0,5,0,715000.0
16976,4,executive condominium,3,3.0,27,0,sembawang,sembawang east,1.44832608287156,103.827011433114,0,-1.0,413.0,926.0,3,0,1124200.0
16977,4,condominium,3,3.0,15,0,bedok,siglap,1.30669967284957,103.925753988471,0,36.0,1000.0,1788.0,6,0,2277000.0
16978,4,condominium,4,2.0,19,0,hougang,kangkar,1.37650664628537,103.903532895226,0,7.0,394.0,1281.0,8,0,1540000.0
16979,4,condominium,4,4.0,17,0,pasir ris,flora drive,1.35788081283208,103.966544751146,0,92.0,428.0,1270.0,4,0,1903000.0
16980,4,apartment,2,2.0,10,1,tanglin,nassim,1.32104508345244,103.822639719508,1,23.0,17.0,764.0,4,0,1518000.0
16981,4,condominium,4,4.0,18,0,tampines,tampines west,1.34887103413167,103.927857518694,0,22.0,537.0,1517.0,4,0,1760000.0
16982,2,apartment,1,1.0,5,1,queenstown,kent ridge,1.2863091960681798,103.792702828649,0,52.0,1862.0,527.0,3,0,1092100.0
16983,4,apartment,2,1.0,19,0,hougang,kovan,1.36721571020099,103.887069987475,0,92.0,1410.0,635.0,3,0,1210000.0
16984,4,condominium,2,2.0,10,1,bukit timah,leedon park,1.3105122897420098,103.800690250469,1,10.0,248.0,1195.0,6,0,2750000.0
16985,4,executive condominium,3,3.0,19,0,sengkang,compassvale,1.38127813779551,103.891402478721,0,9.0,573.0,1163.0,4,0,1582800.0
16986,4,apartment,2,2.0,15,1,marine parade,mountbatten,1.29647219511777,103.891034649257,1,92.0,200.0,659.0,4,0,2068000.0
16987,4,condominium,3,2.0,9,1,museum,dhoby ghaut,1.29987982178361,103.846414189196,0,8.0,188.0,947.0,4,0,2805000.0
16988,4,condominium,2,2.0,4,1,bukit merah,maritime square,1.26747019767944,103.815542991374,0,18.0,969.0,840.0,5,0,1705000.0
16989,4,apartment,2,2.0,28,0,ang mo kio,yio chu kang east,1.39185235684708,103.851179877786,1,5.0,50.0,689.0,10,0,1094500.0
16990,4,condominium,2,2.0,18,0,tampines,tampines west,1.35432802658399,103.928896233671,0,1.0,861.0,700.0,4,0,1273800.0
16991,4,condominium,4,3.0,15,1,marine parade,marine parade,1.3004682373456,103.899919640176,1,36.0,592.0,1302.0,4,0,3290100.0
16992,4,apartment,2,2.0,5,0,clementi,clementi woods,1.30733175591803,103.768479099284,0,3.0,505.0,710.0,6,0,1375000.0
16993,4,apartment,2,2.0,14,1,geylang,aljunied,1.3119808352828302,103.886532676904,1,1.0,27.0,797.0,4,0,1606000.0
16994,4,condominium,4,6.0,4,1,southern islands,sentosa,1.23978494620582,103.83727712150998,0,11.0,151.0,2680.0,4,0,5940000.0
16995,4,apartment,3,2.0,27,0,yishun,yishun south,1.41844703579357,103.841112412447,0,4.0,216.0,969.0,5,0,1314500.0
16996,0,apartment,4,2.0,21,1,bukit timah,anak bukit,1.34013731823673,103.768787031514,1,62.0,466.4,1302.0,4,0,2860000.0
16997,4,condominium,4,5.0,10,1,bukit timah,farrer court,1.3160902186364198,103.802300019532,0,8.0,1715.0,1711.0,4,0,3410000.0
16998,4,condominium,2,2.0,10,1,bukit timah,holland road,1.33161839267294,103.794252400987,1,1.0,285.0,710.0,4,0,2059700.0
16999,4,apartment,4,4.0,9,1,river valley,oxley,1.2972729466104298,103.838940257017,1,6.0,76.0,3638.0,4,0,14222600.0
17000,4,condominium,1,1.0,9,1,novena,moulmein,1.31189105972178,103.841977316703,0,-1.0,466.4,517.0,5,0,1388200.0
17001,4,apartment,3,3.0,14,1,geylang,aljunied,1.31190419143627,103.885369365155,1,10.0,84.0,958.0,6,0,1430000.0
17002,4,apartment,3,2.0,12,1,novena,balestier,1.3263563813243202,103.850660162189,1,62.0,162.0,1152.0,3,0,2689500.0
17003,4,apartment,2,2.0,11,1,novena,moulmein,1.31790382404123,103.847428354915,1,10.0,16.0,969.0,3,0,1650000.0
17004,4,apartment,5,7.0,6,1,singapore river,clarke quay,1.2914248297393,103.844383363038,0,9.0,696.0,2788.0,4,0,8910000.0
17005,4,apartment,3,3.0,15,1,marine parade,marine parade,1.29980838493639,103.898492758597,1,1.0,92.0,1615.0,4,0,3993200.0
17006,4,condominium,3,2.0,17,0,pasir ris,flora drive,1.35823032280321,103.965573132382,0,92.0,428.0,904.0,4,0,1268300.0
17007,4,condominium,3,3.0,12,1,toa payoh,boon teck,1.33874811788053,103.850881932323,0,3.0,578.0,980.0,13,0,1870000.0
17008,4,apartment,2,2.0,9,1,singapore river,robertson quay,1.29078080113526,103.837445495482,0,7.0,70.0,1119.0,5,0,2948000.0
17009,4,apartment,3,3.0,10,1,orchard,tanglin,1.3036862120666202,103.825629004285,1,92.0,54.0,2207.0,4,0,10634800.0
17010,4,apartment,2,2.0,1,1,downtown core,cecil,1.27708340707631,103.849181343548,0,5.0,510.0,1216.0,4,1,3177900.0
17011,4,apartment,4,5.0,2,1,downtown core,tanjong pagar,1.27426245685335,103.846025087372,0,12.0,168.0,5091.0,4,0,10274100.0
17012,4,apartment,4,3.0,9,1,newton,cairnhill,1.30896390883059,103.836154325224,1,92.0,138.0,2056.0,4,0,8475500.0
17013,4,condominium,3,3.0,10,1,tanglin,nassim,1.31826157961172,103.830352987178,1,8.0,278.0,2949.0,6,0,8580000.0
17014,4,condominium,2,2.0,15,0,bedok,frankel,1.3176932436859,103.92300257112,1,8.0,393.0,861.0,7,0,1691800.0
17015,4,apartment,3,2.0,7,1,rochor,bencoolen,1.2988498147261398,103.849840386467,1,21.0,179.0,1200.0,7,0,2310000.0
17016,4,condominium,2,1.0,15,0,bedok,frankel,1.3083858414971,103.915269409353,1,6.0,186.0,731.0,6,0,1463000.0
17017,4,apartment,2,2.0,11,1,novena,moulmein,1.31711023904743,103.837956844749,1,8.0,70.0,700.0,4,0,1854600.0
17018,5,condominium,3,3.0,4,1,bukit merah,maritime square,1.26816216653267,103.814379904552,0,11.0,1129.0,1303.0,6,0,2860000.0
17019,4,apartment,1,3.0,18,0,pasir ris,pasir ris central,1.37350295229758,103.948184929877,0,92.0,487.0,1302.0,4,0,2262700.0
17020,4,condominium,3,3.0,9,1,river valley,oxley,1.29659578899507,103.842393872828,1,12.0,176.0,3500.0,6,0,7478900.0
17021,4,apartment,2,2.0,19,0,hougang,kangkar,1.37447287448697,103.90307048623,0,4.0,1165.0,678.0,6,0,977900.0
17022,4,apartment,1,1.0,3,1,queenstown,mei chin,1.2967720264870302,103.800712927589,0,1.0,1259.0,441.0,4,0,1210000.0
17023,3,condominium,3,4.0,10,1,newton,orange grove,1.31083945362027,103.828325367461,1,8.0,156.0,1679.0,6,0,6362400.0
17024,4,apartment,2,1.0,2,1,downtown core,tanjong pagar,1.27386092841125,103.846213727237,0,5.0,132.0,538.0,5,0,1529000.0
17025,4,apartment,3,2.0,10,1,bukit timah,coronation road,1.3297125646108705,103.796996065203,0,62.0,476.0,915.0,4,0,2409000.0
17026,4,apartment,2,2.0,13,1,toa payoh,bidadari,1.3388489988881498,103.871424136458,0,62.0,667.0,743.0,4,0,1871100.0
17027,4,condominium,1,1.0,16,0,bedok,bedok north,1.3276667701016,103.944745938969,0,6.0,582.0,538.0,5,0,878900.0
17028,4,apartment,2,2.0,2,1,downtown core,tanjong pagar,1.2746439780471102,103.844741587315,0,8.0,360.0,700.0,4,0,1496000.0
17029,4,condominium,2,1.0,15,1,marine parade,marine parade,1.3004682373456,103.899919640176,1,36.0,592.0,678.0,4,0,1944800.0
17030,3,condominium,2,2.0,10,1,newton,orange grove,1.31083945362027,103.828325367461,1,8.0,156.0,1335.0,12,1,4284500.0
17031,4,apartment,3,2.0,10,1,tanglin,nassim,1.3164820339781698,103.829897153451,1,92.0,115.0,1044.0,3,1,3221900.0
17032,4,condominium,4,3.0,4,1,southern islands,sentosa,1.24297424636053,103.839164641252,0,11.0,124.0,2185.0,3,0,4620000.0
17033,4,condominium,4,5.0,1,1,downtown core,cecil,1.2773197506401102,103.848596793501,0,5.0,510.0,7255.0,6,0,24200000.0
17034,4,condominium,3,2.0,21,1,bukit timah,swiss club,1.33718821380367,103.781736456,0,1.0,171.0,1044.0,3,0,2420000.0
17035,4,apartment,3,2.0,10,1,tanglin,tyersall,1.3130616127338102,103.80464762708598,1,12.0,85.0,840.0,3,1,2387000.0
17036,4,apartment,3,2.0,14,1,geylang,aljunied,1.31592710597047,103.888948724455,1,25.0,26.0,1206.0,12,0,1417800.0
17037,4,condominium,2,1.0,23,0,bukit batok,gombak,1.37696502576865,103.756365133255,0,6.0,416.0,753.0,4,0,1020800.0
